id,Decision,Driving_to,Passanger,Weather,Temperature,Time,Coupon,Coupon_validity,Gender,Age,Maritalstatus,Children,Education,Occupation,Income,Bar,Coffeehouse,Carryaway,Restaurantlessthan20,Restaurant20to50,Direction_same,Distance
8107,0,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Female,50plus,Divorced,1,Graduate degree (Masters or Doctorate),Retired,$12500 - $24999,2,3,3,3,1,0,2
8108,1,Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,26,Single,0,Some college - no degree,Office & Administrative Support,$37500 - $49999,3,3,3,3,1,0,3
8109,0,Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,21,Single,0,Bachelors degree,Life Physical Social Science,$37500 - $49999,1,0,1,2,0,0,3
8110,0,Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Male,46,Single,0,Bachelors degree,Management,$100000 or More,0,1,3,2,0,1,1
8111,0,No Urgent Place,Friend(s),Rainy,55,10PM,Restaurant(20-50),2h,Male,36,Married partner,1,Bachelors degree,Computer & Mathematical,$100000 or More,1,0,2,1,1,0,2
8112,1,No Urgent Place,Kid(s),Rainy,55,6PM,Carry out & Take away,2h,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$100000 or More,2,2,4,3,1,0,2
8113,1,Home,Alone,Sunny,80,6PM,Carry out & Take away,1d,Male,26,Single,0,Graduate degree (Masters or Doctorate),Healthcare Support,$37500 - $49999,3,2,3,2,1,0,1
8114,1,No Urgent Place,Partner,Sunny,80,6PM,Restaurant(<20),2h,Female,31,Married partner,0,Some college - no degree,Computer & Mathematical,$100000 or More,1,1,2,4,1,0,1
8115,0,No Urgent Place,Friend(s),Sunny,80,10PM,Coffee House,1d,Male,26,Single,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,2,4,3,3,2,0,2
8116,0,Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Female,below21,Single,0,Some college - no degree,Student,$100000 or More,0,2,3,3,2,0,2
8117,0,No Urgent Place,Kid(s),Sunny,80,10AM,Carry out & Take away,2h,Female,26,Married partner,1,Some college - no degree,Unemployed,$37500 - $49999,2,3,2,3,1,0,2
8118,1,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),1d,Male,21,Single,0,Some college - no degree,Sales & Related,$100000 or More,1,0,4,2,1,0,2
8119,1,No Urgent Place,Alone,Sunny,55,2PM,Restaurant(<20),1d,Female,31,Single,0,Bachelors degree,Transportation & Material Moving,$25000 - $37499,1,2,3,4,1,0,1
8120,1,Home,Alone,Sunny,80,6PM,Restaurant(<20),2h,Male,21,Unmarried partner,0,Bachelors degree,Business & Financial,$75000 - $87499,2,1,3,2,2,1,1
8121,0,Work,Alone,Rainy,55,7AM,Bar,1d,Male,21,Unmarried partner,0,Some college - no degree,Student,$12500 - $24999,0,1,4,3,2,0,3
8122,0,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2h,Male,36,Unmarried partner,0,Bachelors degree,Education&Training&Library,$25000 - $37499,1,0,3,4,1,0,2
8123,0,No Urgent Place,Friend(s),Sunny,80,6PM,Coffee House,2h,Male,36,Single,0,Bachelors degree,Business & Financial,$100000 or More,1,2,4,4,2,0,1
8124,0,Work,Alone,Snowy,30,7AM,Coffee House,1d,Female,36,Married partner,1,Bachelors degree,Education&Training&Library,$37500 - $49999,1,,2,2,2,1,1
8125,1,Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,26,Married partner,1,Bachelors degree,Architecture & Engineering,$37500 - $49999,0,2,2,2,1,0,3
8126,1,Home,Partner,Sunny,30,10PM,Bar,2h,Male,31,Married partner,1,Some college - no degree,Protective Service,$100000 or More,2,1,3,2,3,0,3
8127,0,Home,Kid(s),Sunny,55,10PM,Restaurant(20-50),2h,Male,31,Married partner,1,Bachelors degree,Computer & Mathematical,$75000 - $87499,2,0,1,1,1,0,2
8128,0,Home,Alone,Sunny,80,10PM,Bar,1d,Male,31,Single,0,High School Graduate,Production Occupations,$25000 - $37499,2,0,3,2,1,1,2
8129,0,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Female,46,Single,1,Some college - no degree,Sales & Related,$37500 - $49999,0,1,2,2,2,0,2
8130,1,Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,21,Unmarried partner,0,Some college - no degree,Sales & Related,$25000 - $37499,0,1,1,1,0,1,1
8131,0,Home,Kid(s),Sunny,30,6PM,Bar,2h,Female,36,Divorced,1,Some college - no degree,Office & Administrative Support,$25000 - $37499,0,4,3,3,1,0,2
8132,0,No Urgent Place,Alone,Sunny,80,10AM,Bar,1d,Male,21,Single,1,Bachelors degree,Student,$25000 - $37499,3,3,3,2,0,0,1
8133,0,No Urgent Place,Friend(s),Sunny,80,10PM,Bar,1d,Female,36,Married partner,1,Bachelors degree,Unemployed,$87500 - $99999,1,1,1,1,1,0,2
8134,0,No Urgent Place,Partner,Sunny,30,10AM,Restaurant(20-50),1d,Female,36,Married partner,0,Bachelors degree,Unemployed,$100000 or More,1,0,2,1,1,0,1
8135,0,No Urgent Place,Kid(s),Rainy,55,10PM,Bar,1d,Male,36,Unmarried partner,1,Some college - no degree,Building & Grounds Cleaning & Maintenance,$25000 - $37499,2,1,2,2,1,0,2
8136,1,Home,Alone,Sunny,80,6PM,Restaurant(20-50),1d,Male,31,Single,0,Associates degree,Unemployed,Less than $12500,1,1,1,2,1,1,1
8137,0,Home,Alone,Sunny,80,6PM,Coffee House,1d,Male,31,Single,0,High School Graduate,Production Occupations,$25000 - $37499,2,0,3,2,1,1,1
8138,0,No Urgent Place,Alone,Rainy,55,10AM,Bar,1d,Male,31,Single,0,Associates degree,Unemployed,Less than $12500,1,1,1,2,1,0,2
8139,1,No Urgent Place,Partner,Sunny,80,6PM,Restaurant(<20),1d,Female,36,Unmarried partner,0,Graduate degree (Masters or Doctorate),Legal,$62500 - $74999,2,4,3,4,2,0,1
8140,0,Home,Alone,Sunny,80,10PM,Bar,1d,Female,26,Single,1,High School Graduate,Unemployed,Less than $12500,1,1,3,2,0,1,2
8141,0,No Urgent Place,Partner,Sunny,30,10AM,Restaurant(20-50),1d,Male,below21,Unmarried partner,0,Some college - no degree,Student,$25000 - $37499,0,0,2,1,0,0,1
8142,1,No Urgent Place,Alone,Sunny,55,10AM,Coffee House,2h,Male,26,Single,0,High School Graduate,Sales & Related,$12500 - $24999,0,0,3,2,0,0,1
8143,0,Home,Alone,Sunny,80,6PM,Carry out & Take away,2h,Female,41,Married partner,1,Some college - no degree,Education&Training&Library,$100000 or More,0,4,4,4,3,1,2
8144,0,Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,21,Single,0,Some college - no degree,Student,Less than $12500,4,3,3,3,2,0,2
8145,1,Home,Alone,Sunny,80,6PM,Restaurant(<20),2h,Male,31,Married partner,1,Bachelors degree,Computer & Mathematical,$75000 - $87499,0,0,2,2,0,1,1
8146,0,No Urgent Place,Kid(s),Sunny,80,10AM,Restaurant(<20),1d,Male,31,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$25000 - $37499,0,2,3,3,1,0,2
8147,1,No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Male,41,Married partner,1,Some college - no degree,Computer & Mathematical,$50000 - $62499,2,1,2,2,1,0,2
8148,0,Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,26,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,0,0,2,1,1,0,1
8149,0,Home,Alone,Snowy,30,6PM,Coffee House,1d,Female,46,Married partner,1,Some High School,Unemployed,$12500 - $24999,0,0,1,1,0,1,2
8150,1,Work,Alone,Sunny,30,7AM,Carry out & Take away,1d,Female,below21,Unmarried partner,0,Some college - no degree,Student,$100000 or More,1,2,1,2,1,0,2
8151,0,No Urgent Place,Kid(s),Snowy,30,6PM,Bar,1d,Female,41,Married partner,1,Graduate degree (Masters or Doctorate),Business & Financial,$75000 - $87499,1,2,4,3,1,0,2
8152,0,No Urgent Place,Friend(s),Sunny,30,10AM,Carry out & Take away,2h,Female,36,Married partner,1,Bachelors degree,Education&Training&Library,$37500 - $49999,1,,2,2,2,0,1
8153,1,Work,Alone,Sunny,55,7AM,Restaurant(<20),1d,Male,21,Single,0,Bachelors degree,Student,$100000 or More,3,4,3,4,2,0,1
8154,0,Home,Alone,Sunny,80,6PM,Carry out & Take away,1d,Female,31,Married partner,0,Some college - no degree,Computer & Mathematical,$100000 or More,1,1,4,3,1,0,1
8155,0,Work,Alone,Snowy,30,7AM,Carry out & Take away,1d,Male,21,Single,0,Bachelors degree,Student,$25000 - $37499,2,3,3,2,,1,2
8156,1,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Female,21,Single,0,Some college - no degree,Student,Less than $12500,4,3,3,3,2,0,1
8157,1,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2h,Male,50plus,Married partner,1,Some college - no degree,Computer & Mathematical,$50000 - $62499,0,4,0,3,1,0,2
8158,0,No Urgent Place,Alone,Sunny,80,10AM,Restaurant(<20),2h,Female,36,Married partner,1,Bachelors degree,Education&Training&Library,$37500 - $49999,1,,2,2,2,0,1
8159,0,Home,Alone,Sunny,80,10PM,Restaurant(<20),2h,Male,21,Unmarried partner,0,Some college - no degree,Student,Less than $12500,1,2,3,3,0,1,1
8160,1,Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Female,21,Unmarried partner,1,Some college - no degree,Unemployed,$37500 - $49999,0,0,,3,2,0,2
8161,1,Home,Alone,Rainy,55,10PM,Coffee House,1d,Female,26,Single,0,Bachelors degree,Computer & Mathematical,$25000 - $37499,1,1,3,2,0,1,1
8162,0,Home,Alone,Snowy,30,10PM,Restaurant(<20),2h,Male,31,Single,0,Bachelors degree,Education&Training&Library,$50000 - $62499,0,0,2,2,2,0,3
8163,1,Work,Alone,Snowy,30,7AM,Carry out & Take away,1d,Female,31,Married partner,0,Some college - no degree,Computer & Mathematical,$100000 or More,1,1,4,3,1,1,2
8164,0,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2h,Male,21,Single,0,High School Graduate,Unemployed,$25000 - $37499,1,2,3,2,1,0,2
8165,1,Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Male,21,Single,0,Some college - no degree,Student,$12500 - $24999,1,0,1,1,1,0,2
8166,1,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Male,31,Married partner,1,Graduate degree (Masters or Doctorate),Computer & Mathematical,$100000 or More,1,2,3,3,3,0,2
8167,1,No Urgent Place,Partner,Sunny,80,6PM,Bar,1d,Female,46,Married partner,0,Some college - no degree,Arts Design Entertainment Sports & Media,$25000 - $37499,1,3,2,2,1,0,2
8168,1,Home,Kid(s),Sunny,55,10PM,Restaurant(20-50),1d,Female,21,Married partner,1,Associates degree,Unemployed,$50000 - $62499,0,2,2,2,2,1,2
8169,0,No Urgent Place,Kid(s),Sunny,80,10AM,Bar,1d,Male,50plus,Married partner,1,Some college - no degree,Computer & Mathematical,$37500 - $49999,2,1,3,2,2,0,2
8170,0,Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,50plus,Unmarried partner,1,Some college - no degree,Management,$37500 - $49999,0,0,3,2,1,0,1
8171,0,Work,Alone,Snowy,30,7AM,Restaurant(<20),1d,Male,21,Single,0,Bachelors degree,Student,$25000 - $37499,2,3,2,2,1,0,2
8172,0,Home,Alone,Snowy,30,10PM,Restaurant(<20),2h,Male,26,Single,0,Bachelors degree,Community & Social Services,$25000 - $37499,3,3,2,3,2,0,3
8173,1,Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Male,36,Single,0,Bachelors degree,Business & Financial,$100000 or More,1,2,4,4,2,1,1
8174,0,Work,Alone,Rainy,55,7AM,Restaurant(<20),2h,Female,50plus,Married partner,1,Some college - no degree,Personal Care & Service,$87500 - $99999,0,4,1,2,1,0,3
8175,1,Home,Alone,Sunny,55,10PM,Carry out & Take away,1d,Male,21,Single,0,Bachelors degree,Student,$100000 or More,2,3,2,3,2,0,3
8176,0,Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,31,Married partner,0,Some college - no degree,Computer & Mathematical,$100000 or More,1,1,4,3,1,0,1
8177,1,No Urgent Place,Friend(s),Sunny,55,10AM,Restaurant(<20),2h,Male,below21,Single,0,Some college - no degree,Student,$37500 - $49999,0,0,0,1,1,0,2
8178,0,No Urgent Place,Partner,Sunny,80,10AM,Coffee House,2h,Male,21,Unmarried partner,0,Some college - no degree,Student,$12500 - $24999,3,2,3,3,2,0,1
8179,1,No Urgent Place,Alone,Sunny,55,2PM,Restaurant(<20),1d,Male,21,Unmarried partner,0,Some college - no degree,Student,$12500 - $24999,3,2,3,3,2,0,1
8180,0,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(20-50),2h,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$87500 - $99999,0,3,2,3,1,0,2
8181,0,Home,Alone,Rainy,55,6PM,Bar,1d,Female,50plus,Single,1,Bachelors degree,Legal,$25000 - $37499,0,1,3,2,1,0,3
8182,0,Home,Kid(s),Sunny,55,10PM,Restaurant(20-50),1d,Female,41,Married partner,1,Some college - no degree,Education&Training&Library,$100000 or More,0,4,4,4,3,1,2
8183,1,Home,Alone,Sunny,80,6PM,Coffee House,1d,Male,36,Married partner,0,Graduate degree (Masters or Doctorate),Sales & Related,$100000 or More,2,1,2,3,2,1,1
8184,1,Home,Alone,Sunny,80,10PM,Restaurant(<20),2h,Female,31,Single,0,Bachelors degree,Community & Social Services,$50000 - $62499,3,2,2,2,1,1,1
8185,1,Home,Alone,Snowy,30,10PM,Carry out & Take away,1d,Female,below21,Single,0,Some college - no degree,Student,$100000 or More,0,1,2,2,2,0,3
8186,1,No Urgent Place,Partner,Sunny,80,10AM,Coffee House,1d,Male,21,Single,0,Bachelors degree,Computer & Mathematical,$12500 - $24999,1,2,4,4,2,0,2
8187,1,Home,Alone,Sunny,30,6PM,Carry out & Take away,2h,Male,36,Married partner,1,Bachelors degree,Business & Financial,$75000 - $87499,1,1,3,2,2,1,2
8188,1,No Urgent Place,Partner,Sunny,80,10AM,Coffee House,1d,Male,46,Unmarried partner,0,Some college - no degree,Transportation & Material Moving,$12500 - $24999,0,1,2,1,1,0,2
8189,1,No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Female,26,Unmarried partner,0,Associates degree,Community & Social Services,$50000 - $62499,0,2,2,2,1,0,2
8190,1,No Urgent Place,Kid(s),Sunny,80,10AM,Restaurant(<20),2h,Female,31,Divorced,1,Some college - no degree,Food Preparation & Serving Related,$12500 - $24999,2,0,3,1,1,0,2
8191,0,Home,Alone,Sunny,80,6PM,Restaurant(<20),2h,Male,31,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$25000 - $37499,0,2,3,3,1,1,1
8192,1,No Urgent Place,Alone,Sunny,80,10AM,Bar,1d,Male,21,Single,0,Bachelors degree,Sales & Related,$100000 or More,1,3,2,3,2,0,1
8193,1,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2h,Male,21,Single,0,Some college - no degree,Student,$12500 - $24999,1,1,3,3,1,0,2
8194,0,Home,Alone,Rainy,55,6PM,Bar,1d,Male,31,Married partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,0,1,4,3,1,0,3
8195,1,Home,Alone,Sunny,80,6PM,Carry out & Take away,2h,Female,46,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,0,3,3,2,,1,2
8196,0,Work,Alone,Rainy,55,7AM,Carry out & Take away,2h,Male,50plus,Unmarried partner,0,High School Graduate,Retired,$50000 - $62499,1,1,3,2,1,1,2
8197,1,Home,Alone,Sunny,80,10PM,Carry out & Take away,1d,Female,31,Unmarried partner,0,Some High School,Computer & Mathematical,$12500 - $24999,2,2,3,2,1,1,1
8198,0,No Urgent Place,Kid(s),Sunny,80,2PM,Restaurant(<20),1d,Female,41,Married partner,1,Bachelors degree,Legal,$100000 or More,0,2,2,2,1,0,1
8199,1,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,50plus,Married partner,1,High School Graduate,Sales & Related,$37500 - $49999,0,4,3,2,1,0,1
8200,0,No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,1d,Female,26,Single,0,Bachelors degree,Education&Training&Library,$50000 - $62499,2,0,3,2,1,0,1
8201,0,Home,Alone,Sunny,80,10PM,Carry out & Take away,1d,Male,26,Single,0,Bachelors degree,Sales & Related,$75000 - $87499,0,0,2,2,2,1,1
8202,1,Work,Alone,Sunny,80,7AM,Restaurant(20-50),2h,Male,21,Single,0,Bachelors degree,Student,$25000 - $37499,2,3,2,2,1,1,1
8203,1,No Urgent Place,Kid(s),Sunny,80,10AM,Coffee House,1d,Female,26,Married partner,1,Bachelors degree,Computer & Mathematical,$100000 or More,2,2,3,3,1,0,1
8204,0,Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,21,Single,0,Some college - no degree,Sales & Related,$12500 - $24999,0,3,3,3,0,0,2
8205,1,Home,Alone,Sunny,30,6PM,Carry out & Take away,2h,Male,21,Single,0,Associates degree,Computer & Mathematical,$37500 - $49999,0,1,2,1,1,1,2
8206,1,No Urgent Place,Kid(s),Sunny,80,2PM,Restaurant(20-50),1d,Male,46,Married partner,1,Graduate degree (Masters or Doctorate),Management,$87500 - $99999,1,2,2,1,2,0,1
8207,1,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),1d,Male,26,Single,0,Bachelors degree,Business & Financial,$100000 or More,3,2,2,2,1,0,2
8208,0,No Urgent Place,Kid(s),Sunny,55,6PM,Coffee House,2h,Male,41,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$50000 - $62499,0,2,2,2,1,0,2
8209,0,Home,Alone,Sunny,80,6PM,Restaurant(<20),2h,Male,26,Single,0,Graduate degree (Masters or Doctorate),Management,$25000 - $37499,3,4,4,3,1,1,1
8210,0,Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,41,Single,1,Some college - no degree,Business & Financial,$12500 - $24999,0,1,1,1,0,0,1
8211,1,Work,Alone,Rainy,55,7AM,Restaurant(<20),2h,Male,26,Single,0,Bachelors degree,Student,$12500 - $24999,1,4,4,4,1,1,1
8212,1,No Urgent Place,Kid(s),Sunny,55,2PM,Restaurant(<20),1d,Male,36,Married partner,1,Some college - no degree,Management,$50000 - $62499,1,2,3,2,2,0,2
8213,0,Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Male,50plus,Widowed,0,Some college - no degree,Construction & Extraction,Less than $12500,0,0,1,2,1,0,2
8214,1,Work,Alone,Sunny,80,7AM,Coffee House,1d,Male,below21,Single,0,Some college - no degree,Student,$25000 - $37499,0,0,1,0,,1,1
8215,0,Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,26,Unmarried partner,0,Bachelors degree,Management,$62500 - $74999,2,4,4,4,4,1,1
8216,1,Home,Alone,Sunny,80,10PM,Carry out & Take away,1d,Female,31,Married partner,0,Some college - no degree,Unemployed,$50000 - $62499,0,0,2,4,2,1,1
8217,1,No Urgent Place,Friend(s),Sunny,55,10AM,Restaurant(<20),2h,Male,46,Single,0,Some college - no degree,Production Occupations,Less than $12500,3,3,2,1,2,0,2
8218,1,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,31,Married partner,1,Some college - no degree,Office & Administrative Support,$37500 - $49999,2,2,3,2,1,0,3
8219,1,No Urgent Place,Alone,Sunny,80,10AM,Restaurant(<20),2h,Male,26,Single,0,Bachelors degree,Sales & Related,$75000 - $87499,0,0,2,3,2,0,1
8220,0,No Urgent Place,Alone,Sunny,80,10AM,Restaurant(<20),2h,Female,31,Single,0,Graduate degree (Masters or Doctorate),Legal,$75000 - $87499,4,3,3,3,3,0,1
8221,1,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Female,26,Married partner,1,Bachelors degree,Architecture & Engineering,$37500 - $49999,0,2,2,2,1,0,2
8222,1,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,1d,Female,50plus,Married partner,1,Some college - no degree,Arts Design Entertainment Sports & Media,$37500 - $49999,0,2,0,2,1,0,2
8223,0,No Urgent Place,Partner,Sunny,30,10AM,Bar,1d,Female,36,Unmarried partner,0,Associates degree,Unemployed,$75000 - $87499,0,0,4,4,2,0,2
8224,0,No Urgent Place,Friend(s),Sunny,80,6PM,Coffee House,2h,Female,21,Single,0,Bachelors degree,Student,$62500 - $74999,0,1,2,1,1,0,1
8225,0,No Urgent Place,Kid(s),Sunny,30,10PM,Restaurant(20-50),2h,Male,31,Married partner,1,Some college - no degree,Computer & Mathematical,$37500 - $49999,0,0,2,2,2,0,1
8226,0,Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,46,Single,0,Some college - no degree,Sales & Related,$25000 - $37499,0,0,2,1,1,0,1
8227,0,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2h,Male,below21,Single,0,Some college - no degree,Student,Less than $12500,2,3,2,4,3,0,2
8228,1,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Male,36,Married partner,0,Graduate degree (Masters or Doctorate),Sales & Related,$100000 or More,2,1,2,3,2,0,2
8229,0,No Urgent Place,Alone,Sunny,55,10AM,Coffee House,2h,Female,46,Single,0,Some college - no degree,Sales & Related,$25000 - $37499,0,0,2,1,1,0,1
8230,1,No Urgent Place,Kid(s),Sunny,80,10AM,Carry out & Take away,1d,Female,46,Married partner,1,Some college - no degree,Personal Care & Service,$37500 - $49999,0,1,1,2,1,0,2
8231,1,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Female,21,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,0,2,4,2,2,0,2
8232,1,No Urgent Place,Alone,Snowy,30,10AM,Restaurant(<20),1d,Male,21,Single,0,Some college - no degree,Computer & Mathematical,Less than $12500,0,3,3,3,0,0,2
8233,1,No Urgent Place,Alone,Sunny,80,10AM,Bar,1d,Male,below21,Single,0,Some college - no degree,Student,$87500 - $99999,0,3,,3,1,0,1
8234,1,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),1d,Female,41,Married partner,1,Bachelors degree,Education&Training&Library,$25000 - $37499,0,2,2,2,2,0,2
8235,0,Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,26,Single,0,Bachelors degree,Unemployed,$25000 - $37499,0,1,2,3,0,0,1
8236,1,No Urgent Place,Friend(s),Sunny,80,10PM,Bar,1d,Male,21,Single,0,Some college - no degree,Student,$12500 - $24999,0,0,2,2,1,0,2
8237,0,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Male,below21,Unmarried partner,0,Some college - no degree,Student,$25000 - $37499,0,0,2,1,0,0,1
8238,0,Home,Alone,Sunny,80,6PM,Coffee House,2h,Male,21,Single,0,Bachelors degree,Student,$100000 or More,3,4,3,4,2,0,1
8239,1,No Urgent Place,Friend(s),Sunny,55,10PM,Bar,2h,Female,36,Married partner,0,Bachelors degree,Unemployed,$25000 - $37499,1,2,3,3,3,0,2
8240,0,Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Female,31,Married partner,1,Bachelors degree,Unemployed,$37500 - $49999,1,3,3,4,2,0,2
8241,0,Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,21,Single,0,Some college - no degree,Management,$25000 - $37499,3,1,4,2,2,0,1
8242,0,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,1d,Male,21,Single,0,Bachelors degree,Management,$25000 - $37499,3,0,3,4,2,0,2
8243,1,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),1d,Male,21,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$50000 - $62499,4,2,,3,1,0,2
8244,0,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Legal,$37500 - $49999,1,1,2,1,0,1,1
8245,1,Work,Alone,Sunny,55,7AM,Coffee House,1d,Male,21,Single,0,Some college - no degree,Unemployed,$75000 - $87499,2,3,1,1,0,0,3
8246,1,No Urgent Place,Kid(s),Rainy,55,6PM,Carry out & Take away,2h,Female,50plus,Married partner,1,Some college - no degree,Personal Care & Service,$87500 - $99999,0,4,1,2,1,0,2
8247,1,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2h,Male,36,Single,0,Some college - no degree,Computer & Mathematical,$37500 - $49999,1,2,3,2,1,0,2
8248,1,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,36,Married partner,1,Bachelors degree,Education&Training&Library,$50000 - $62499,,2,3,2,2,0,2
8249,0,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Male,26,Single,0,Bachelors degree,Business & Financial,$100000 or More,3,2,2,2,1,0,3
8250,1,Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Male,36,Unmarried partner,0,Bachelors degree,Education&Training&Library,$25000 - $37499,1,0,3,4,1,1,1
8251,0,No Urgent Place,Kid(s),Rainy,55,6PM,Carry out & Take away,2h,Female,50plus,Married partner,1,Some college - no degree,Arts Design Entertainment Sports & Media,$37500 - $49999,0,2,0,2,1,0,2
8252,1,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Male,below21,Single,0,High School Graduate,Student,$87500 - $99999,0,1,2,3,3,0,2
8253,0,Work,Alone,Sunny,55,7AM,Bar,1d,Male,36,Married partner,1,Bachelors degree,Sales & Related,$62500 - $74999,0,0,1,2,2,0,3
8254,0,Home,Alone,Sunny,80,6PM,Coffee House,2h,Male,26,Married partner,1,Bachelors degree,Computer & Mathematical,$25000 - $37499,1,2,2,2,2,0,1
8255,1,Work,Alone,Sunny,80,7AM,Coffee House,2h,Male,21,Single,0,Bachelors degree,Computer & Mathematical,$12500 - $24999,1,2,4,4,2,1,1
8256,0,Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Male,21,Unmarried partner,0,Some college - no degree,Student,Less than $12500,1,2,3,3,2,0,2
8257,1,Home,Alone,Snowy,30,10PM,Carry out & Take away,1d,Male,21,Single,0,Bachelors degree,Student,$25000 - $37499,2,3,2,2,1,0,3
8258,0,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,21,Married partner,0,Some college - no degree,Unemployed,$37500 - $49999,1,1,2,2,2,1,1
8259,1,No Urgent Place,Friend(s),Sunny,30,10PM,Restaurant(<20),2h,Male,36,Unmarried partner,1,Associates degree,Unemployed,$25000 - $37499,0,0,2,1,0,0,1
8260,0,Home,Alone,Sunny,80,6PM,Restaurant(<20),1d,Male,26,Single,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,2,4,3,3,2,1,1
8261,1,No Urgent Place,Kid(s),Sunny,80,10PM,Restaurant(20-50),1d,Male,31,Married partner,1,High School Graduate,Computer & Mathematical,$87500 - $99999,0,2,1,3,1,0,2
8262,1,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2h,Male,26,Single,0,High School Graduate,Sales & Related,$12500 - $24999,0,0,3,2,0,0,2
8263,1,No Urgent Place,Friend(s),Snowy,30,10AM,Carry out & Take away,1d,Female,41,Married partner,1,Graduate degree (Masters or Doctorate),Business & Financial,$75000 - $87499,1,2,4,3,1,0,2
8264,1,Work,Alone,Sunny,55,7AM,Coffee House,2h,Male,21,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$50000 - $62499,4,2,,3,1,0,3
8265,1,No Urgent Place,Friend(s),Snowy,30,10PM,Carry out & Take away,1d,Male,21,Unmarried partner,0,High School Graduate,Sales & Related,$37500 - $49999,0,1,3,3,1,0,2
